card, set, printTag, price, quantity
Half Counter,Battle Pack 2: War of the Giants,BP02-EN207,0.99,97
Half Counter,Battle Pack 2: War of the Giants,BP02-EN207,1.07,23
Half Shut,Battle Pack 2: War of the Giants,BP02-EN158,1.0,97
Half Shut,Battle Pack 2: War of the Giants,BP02-EN158,1.14,23
Half or Nothing,Battle Pack 2: War of the Giants,BP02-EN201,1.09,42
Half or Nothing,Battle Pack 2: War of the Giants,BP02-EN201,1.0,53
Hedge Guard,Battle Pack 2: War of the Giants,BP02-EN081,0.97,74
Hedge Guard,Battle Pack 2: War of the Giants,BP02-EN081,1.06,35
Helping Robo for Combat,Battle Pack 2: War of the Giants,BP02-EN019,1.01,69
Helping Robo for Combat,Battle Pack 2: War of the Giants,BP02-EN019,1.02,50
Herald of Creation,Battle Pack 2: War of the Giants,BP02-EN053,1.03,20
Herald of Creation,Battle Pack 2: War of the Giants,BP02-EN053,1.16,90
Horn of the Unicorn,Battle Pack 2: War of the Giants,BP02-EN134,1.92,14
Horn of the Unicorn,Battle Pack 2: War of the Giants,BP02-EN134,1.49,7
Hyper Hammerhead,Battle Pack 2: War of the Giants,BP02-EN024,1.05,36
Hyper Hammerhead,Battle Pack 2: War of the Giants,BP02-EN024,1.0,8
Hyper-Ancient Shark Megalodon,Battle Pack 2: War of the Giants,BP02-EN121,0.99,2
Hyper-Ancient Shark Megalodon,Battle Pack 2: War of the Giants,BP02-EN121,1.15,1
Interplanetarypurplythorny Dragon,Battle Pack 2: War of the Giants,BP02-EN104,1.05,5
Interplanetarypurplythorny Dragon,Battle Pack 2: War of the Giants,BP02-EN104,1.07,99
Krebons,Battle Pack 2: War of the Giants,BP02-EN068,1.05,88
Krebons,Battle Pack 2: War of the Giants,BP02-EN068,1.09,36
Kunai with Chain,Battle Pack 2: War of the Giants,BP02-EN198,1.04,58
Kunai with Chain,Battle Pack 2: War of the Giants,BP02-EN198,1.16,61
Labyrinth of Nightmare,Battle Pack 2: War of the Giants,BP02-EN183,0.99,25
Labyrinth of Nightmare,Battle Pack 2: War of the Giants,BP02-EN183,1.15,4
Magician of Faith,Battle Pack 2: War of the Giants,BP02-EN005,1.53,7
Magician of Faith,Battle Pack 2: War of the Giants,BP02-EN005,2.36,44
Mask of Weakness,Battle Pack 2: War of the Giants,BP02-EN174,0.99,93
Mask of Weakness,Battle Pack 2: War of the Giants,BP02-EN174,1.0,29
Mataza the Zapper,Battle Pack 2: War of the Giants,BP02-EN025,1.08,37
Mataza the Zapper,Battle Pack 2: War of the Giants,BP02-EN025,1.14,86
Mecha Phantom Beast Hamstrat,Battle Pack 2: War of the Giants,BP02-EN124,1.07,99
Mecha Phantom Beast Hamstrat,Battle Pack 2: War of the Giants,BP02-EN124,1.11,14
Memory of an Adversary,Battle Pack 2: War of the Giants,BP02-EN212,1.08,43
Memory of an Adversary,Battle Pack 2: War of the Giants,BP02-EN212,1.07,6
Mermail Abyssmegalo,Battle Pack 2: War of the Giants,BP02-EN117,1.67,36
Mermail Abyssmegalo,Battle Pack 2: War of the Giants,BP02-EN117,2.22,73
Metal Reflect Slime,Battle Pack 2: War of the Giants,BP02-EN193,1.39,31
Metal Reflect Slime,Battle Pack 2: War of the Giants,BP02-EN193,1.84,38
Metalmorph,Battle Pack 2: War of the Giants,BP02-EN173,1.1,21
Metalmorph,Battle Pack 2: War of the Giants,BP02-EN173,1.24,15
Miniaturize,Battle Pack 2: War of the Giants,BP02-EN195,1.03,19
Miniaturize,Battle Pack 2: War of the Giants,BP02-EN195,0.97,23
Miracle Locus,Battle Pack 2: War of the Giants,BP02-EN202,0.99,55
Miracle Locus,Battle Pack 2: War of the Giants,BP02-EN202,0.98,60
Miracle's Wake,Battle Pack 2: War of the Giants,BP02-EN206,1.06,26
Miracle's Wake,Battle Pack 2: War of the Giants,BP02-EN206,1.04,23
Mirage Dragon,Battle Pack 2: War of the Giants,BP02-EN031,1.04,82
Mirage Dragon,Battle Pack 2: War of the Giants,BP02-EN031,2.41,38
Mirror Wall,Battle Pack 2: War of the Giants,BP02-EN172,1.92,45
Mirror Wall,Battle Pack 2: War of the Giants,BP02-EN172,1.52,80
Mosaic Manticore,Battle Pack 2: War of the Giants,BP02-EN073,0.96,81
Mosaic Manticore,Battle Pack 2: War of the Giants,BP02-EN073,1.06,68
Mythical Beast Cerberus,Battle Pack 2: War of the Giants,BP02-EN042,1.01,87
Mythical Beast Cerberus,Battle Pack 2: War of the Giants,BP02-EN042,1.12,44
Necro Gardna,Battle Pack 2: War of the Giants,BP02-EN052,1.07,3
Necro Gardna,Battle Pack 2: War of the Giants,BP02-EN052,1.06,11
Needle Sunfish,Battle Pack 2: War of the Giants,BP02-EN101,1.01,39
Needle Sunfish,Battle Pack 2: War of the Giants,BP02-EN101,0.98,63
Nightmare's Steelcage,Battle Pack 2: War of the Giants,BP02-EN148,1.04,95
Nightmare's Steelcage,Battle Pack 2: War of the Giants,BP02-EN148,1.31,91
Ninja Grandmaster Sasuke,Battle Pack 2: War of the Giants,BP02-EN029,1.1,48
Ninja Grandmaster Sasuke,Battle Pack 2: War of the Giants,BP02-EN029,1.01,62
No Entry!!,Battle Pack 2: War of the Giants,BP02-EN190,1.04,40
No Entry!!,Battle Pack 2: War of the Giants,BP02-EN190,1.02,96
Obelisk the Tormentor,Battle Pack 2: War of the Giants,BP02-EN125,5.87,8
Oracle of the Sun,Battle Pack 2: War of the Giants,BP02-EN087,1.05,31
Oracle of the Sun,Battle Pack 2: War of the Giants,BP02-EN087,1.0,3
Overworked,Battle Pack 2: War of the Giants,BP02-EN197,1.09,8
Overworked,Battle Pack 2: War of the Giants,BP02-EN197,1.06,49
Phantom Dragon,Battle Pack 2: War of the Giants,BP02-EN065,1.05,39
Phantom Dragon,Battle Pack 2: War of the Giants,BP02-EN065,1.06,32
Photon Sanctuary,Battle Pack 2: War of the Giants,BP02-EN167,5.44,83
Photon Sanctuary,Battle Pack 2: War of the Giants,BP02-EN167,6.92,65
Photon Thrasher,Battle Pack 2: War of the Giants,BP02-EN103,1.28,78
Photon Thrasher,Battle Pack 2: War of the Giants,BP02-EN103,1.44,52
Photon Wyvern,Battle Pack 2: War of the Giants,BP02-EN109,1.03,75
Photon Wyvern,Battle Pack 2: War of the Giants,BP02-EN109,1.07,85
Pitch-Black Warwolf,Battle Pack 2: War of the Giants,BP02-EN030,0.98,34
Pitch-Black Warwolf,Battle Pack 2: War of the Giants,BP02-EN030,1.07,76
Plaguespreader Zombie,Battle Pack 2: War of the Giants,BP02-EN071,1.4,13
Plaguespreader Zombie,Battle Pack 2: War of the Giants,BP02-EN071,1.7,81
Pot of Greed,Battle Pack 2: War of the Giants,BP02-EN129,4.1,24
Pot of Greed,Battle Pack 2: War of the Giants,BP02-EN129,5.05,82
Power Frame,Battle Pack 2: War of the Giants,BP02-EN204,1.01,95
Power Frame,Battle Pack 2: War of the Giants,BP02-EN204,1.03,46
Power Giant,Battle Pack 2: War of the Giants,BP02-EN091,1.14,36
Power Giant,Battle Pack 2: War of the Giants,BP02-EN091,1.15,73
Premature Burial,Battle Pack 2: War of the Giants,BP02-EN135,1.1,54
Premature Burial,Battle Pack 2: War of the Giants,BP02-EN135,1.27,58
Prideful Roar,Battle Pack 2: War of the Giants,BP02-EN199,0.95,86
Prideful Roar,Battle Pack 2: War of the Giants,BP02-EN199,0.98,79
Pyrotech Mech - Shiryu,Battle Pack 2: War of the Giants,BP02-EN122,1.05,45
Pyrotech Mech - Shiryu,Battle Pack 2: War of the Giants,BP02-EN122,0.97,81
Reasoning,Battle Pack 2: War of the Giants,BP02-EN139,1.24,42
Reasoning,Battle Pack 2: War of the Giants,BP02-EN139,3.19,84
Reckless Greed,Battle Pack 2: War of the Giants,BP02-EN175,1.49,34
Reckless Greed,Battle Pack 2: War of the Giants,BP02-EN175,1.8,33
Reverse Trap,Battle Pack 2: War of the Giants,BP02-EN169,1.01,3
Reverse Trap,Battle Pack 2: War of the Giants,BP02-EN169,1.02,71
Revival Jam,Battle Pack 2: War of the Giants,BP02-EN010,2.42,25
Revival Jam,Battle Pack 2: War of the Giants,BP02-EN010,2.61,29
Riryoku,Battle Pack 2: War of the Giants,BP02-EN142,1.06,71
Riryoku,Battle Pack 2: War of the Giants,BP02-EN142,1.17,43
Rocket Pilder,Battle Pack 2: War of the Giants,BP02-EN157,0.97,76
Rocket Pilder,Battle Pack 2: War of the Giants,BP02-EN157,1.08,19
Rush Recklessly,Battle Pack 2: War of the Giants,BP02-EN133,0.96,73
Rush Recklessly,Battle Pack 2: War of the Giants,BP02-EN133,1.0,67
Samurai of the Ice Barrier,Battle Pack 2: War of the Giants,BP02-EN088,0.98,81
Samurai of the Ice Barrier,Battle Pack 2: War of the Giants,BP02-EN088,0.98,29
Scapegoat,Battle Pack 2: War of the Giants,BP02-EN136,1.23,90
Scapegoat,Battle Pack 2: War of the Giants,BP02-EN136,2.11,53
Shard of Greed,Battle Pack 2: War of the Giants,BP02-EN165,1.47,62
Shard of Greed,Battle Pack 2: War of the Giants,BP02-EN165,2.22,95
Shattered Axe,Battle Pack 2: War of the Giants,BP02-EN187,1.03,79
Shattered Axe,Battle Pack 2: War of the Giants,BP02-EN187,1.05,58
Shield & Sword,Battle Pack 2: War of the Giants,BP02-EN130,1.12,10
Shield & Sword,Battle Pack 2: War of the Giants,BP02-EN130,1.26,8
Shocktopus,Battle Pack 2: War of the Giants,BP02-EN102,1.05,94
Shocktopus,Battle Pack 2: War of the Giants,BP02-EN102,1.06,95
Shrink,Battle Pack 2: War of the Giants,BP02-EN146,1.04,47
Shrink,Battle Pack 2: War of the Giants,BP02-EN146,1.12,58
Sinister Seeds,Battle Pack 2: War of the Giants,BP02-EN192,1.0,27
Sinister Seeds,Battle Pack 2: War of the Giants,BP02-EN192,1.0,59
Sinister Serpent,Battle Pack 2: War of the Giants,BP02-EN015,1.82,53
Sinister Serpent,Battle Pack 2: War of the Giants,BP02-EN015,1.43,10
Skill Successor,Battle Pack 2: War of the Giants,BP02-EN203,0.97,31
Skill Successor,Battle Pack 2: War of the Giants,BP02-EN203,1.05,81
Slifer the Sky Dragon,Battle Pack 2: War of the Giants,BP02-EN127,5.67,99
Solar Wind Jammer,Battle Pack 2: War of the Giants,BP02-EN116,1.04,31
Solar Wind Jammer,Battle Pack 2: War of the Giants,BP02-EN116,1.73,81
Spacegate,Battle Pack 2: War of the Giants,BP02-EN196,1.05,85
Spacegate,Battle Pack 2: War of the Giants,BP02-EN196,1.05,88
Spell Striker,Battle Pack 2: War of the Giants,BP02-EN050,1.41,1
Spell Striker,Battle Pack 2: War of the Giants,BP02-EN050,2.11,67
Spikeshield with Chain,Battle Pack 2: War of the Giants,BP02-EN214,0.99,38
Spikeshield with Chain,Battle Pack 2: War of the Giants,BP02-EN214,1.09,92
Splendid Venus,Battle Pack 2: War of the Giants,BP02-EN070,1.0,82
Splendid Venus,Battle Pack 2: War of the Giants,BP02-EN070,1.02,99
Star Blast,Battle Pack 2: War of the Giants,BP02-EN154,1.09,1
Star Blast,Battle Pack 2: War of the Giants,BP02-EN154,1.07,88
Steamroid,Battle Pack 2: War of the Giants,BP02-EN037,1.04,71
Steamroid,Battle Pack 2: War of the Giants,BP02-EN037,1.27,57
Strike Slash,Battle Pack 2: War of the Giants,BP02-EN189,0.95,73
Strike Slash,Battle Pack 2: War of the Giants,BP02-EN189,1.08,19
Stronghold the Moving Fortress,Battle Pack 2: War of the Giants,BP02-EN188,0.99,61
Stronghold the Moving Fortress,Battle Pack 2: War of the Giants,BP02-EN188,0.99,86
Swords of Concealing Light,Battle Pack 2: War of the Giants,BP02-EN147,1.32,3
Swords of Concealing Light,Battle Pack 2: War of the Giants,BP02-EN147,1.62,29
Tanngrisnir of the Nordic Beasts,Battle Pack 2: War of the Giants,BP02-EN094,1.03,37
Tanngrisnir of the Nordic Beasts,Battle Pack 2: War of the Giants,BP02-EN094,1.04,80
Tardy Orc,Battle Pack 2: War of the Giants,BP02-EN114,0.97,34
Tardy Orc,Battle Pack 2: War of the Giants,BP02-EN114,0.98,87
The Fiend Megacyber,Battle Pack 2: War of the Giants,BP02-EN009,1.06,38
The Fiend Megacyber,Battle Pack 2: War of the Giants,BP02-EN009,1.26,16
The Golden Apples,Battle Pack 2: War of the Giants,BP02-EN208,1.09,58
The Golden Apples,Battle Pack 2: War of the Giants,BP02-EN208,1.17,26
The Tricky,Battle Pack 2: War of the Giants,BP02-EN069,1.11,97
The Tricky,Battle Pack 2: War of the Giants,BP02-EN069,1.11,65
The Winged Dragon of Ra,Battle Pack 2: War of the Giants,BP02-EN126,13.32,83
Threatening Roar,Battle Pack 2: War of the Giants,BP02-EN184,1.24,50
Threatening Roar,Battle Pack 2: War of the Giants,BP02-EN184,1.68,51
Tiki Curse,Battle Pack 2: War of the Giants,BP02-EN209,1.06,65
Tiki Curse,Battle Pack 2: War of the Giants,BP02-EN209,1.12,72
Tiki Soul,Battle Pack 2: War of the Giants,BP02-EN210,1.02,31
Tiki Soul,Battle Pack 2: War of the Giants,BP02-EN210,1.01,49
Toon Gemini Elf,Battle Pack 2: War of the Giants,BP02-EN033,1.95,63
Toon Gemini Elf,Battle Pack 2: War of the Giants,BP02-EN033,2.61,87
Tour Bus From the Underworld,Battle Pack 2: War of the Giants,BP02-EN105,1.1,66
Tour Bus From the Underworld,Battle Pack 2: War of the Giants,BP02-EN105,1.17,74
Treeborn Frog,Battle Pack 2: War of the Giants,BP02-EN043,1.12,26
Treeborn Frog,Battle Pack 2: War of the Giants,BP02-EN043,1.18,4
Truckroid,Battle Pack 2: War of the Giants,BP02-EN055,1.05,86
Truckroid,Battle Pack 2: War of the Giants,BP02-EN055,1.09,33
Twin-Headed Behemoth,Battle Pack 2: War of the Giants,BP02-EN017,1.05,85
Twin-Headed Behemoth,Battle Pack 2: War of the Giants,BP02-EN017,1.04,8
Twin-Sword Marauder,Battle Pack 2: War of the Giants,BP02-EN079,1.0,78
Twin-Sword Marauder,Battle Pack 2: War of the Giants,BP02-EN079,1.1,86
Ultimate Tyranno,Battle Pack 2: War of the Giants,BP02-EN045,1.1,65
Ultimate Tyranno,Battle Pack 2: War of the Giants,BP02-EN045,1.17,56
Union Attack,Battle Pack 2: War of the Giants,BP02-EN152,1.01,31
Union Attack,Battle Pack 2: War of the Giants,BP02-EN152,1.0,78
Vylon Prism,Battle Pack 2: War of the Giants,BP02-EN108,1.08,15
Vylon Prism,Battle Pack 2: War of the Giants,BP02-EN108,1.15,74
Vylon Soldier,Battle Pack 2: War of the Giants,BP02-EN097,1.03,25
Vylon Soldier,Battle Pack 2: War of the Giants,BP02-EN097,0.99,36
Vylon Stella,Battle Pack 2: War of the Giants,BP02-EN107,0.97,94
Vylon Stella,Battle Pack 2: War of the Giants,BP02-EN107,1.06,86
Vylon Tetra,Battle Pack 2: War of the Giants,BP02-EN106,1.01,44
Vylon Tetra,Battle Pack 2: War of the Giants,BP02-EN106,1.06,0
Waboku,Battle Pack 2: War of the Giants,BP02-EN170,1.57,50
Waboku,Battle Pack 2: War of the Giants,BP02-EN170,1.61,19
Windstorm of Etaqua,Battle Pack 2: War of the Giants,BP02-EN177,1.03,35
Windstorm of Etaqua,Battle Pack 2: War of the Giants,BP02-EN177,0.89,14
Winged Rhynos,Battle Pack 2: War of the Giants,BP02-EN051,1.04,80
Winged Rhynos,Battle Pack 2: War of the Giants,BP02-EN051,1.07,71
Zero Gravity,Battle Pack 2: War of the Giants,BP02-EN178,1.06,0
Zero Gravity,Battle Pack 2: War of the Giants,BP02-EN178,1.14,54
Zolga,Battle Pack 2: War of the Giants,BP02-EN022,1.04,93
Zolga,Battle Pack 2: War of the Giants,BP02-EN022,1.09,16
Archfiend Emperor, the First Lord of Horror,Judgment of the Light,JOTL-EN031,1.05,55
Archfiend Heiress,Judgment of the Light,JOTL-EN029,2.52,62
Archfiend Palabyrinth,Judgment of the Light,JOTL-EN066,1.27,11
Armageddon Designator,Judgment of the Light,JOTL-EN080,1.03,82
Black and White Wave,Judgment of the Light,JOTL-EN068,0.95,22
Brotherhood of the Fire Fist - Boar,Judgment of the Light,JOTL-EN026,1.06,25
Brotherhood of the Fire Fist - Kirin,Judgment of the Light,JOTL-EN042,1.07,76
Brotherhood of the Fire Fist - Rooster,Judgment of the Light,JOTL-EN094,5.41,13
Bujin Regalia - The Sword,Judgment of the Light,JOTL-EN074,1.02,5
Bujin Yamato,Judgment of the Light,JOTL-EN016,1.59,55
Bujincarnation,Judgment of the Light,JOTL-EN063,1.0,4
Bujinfidel,Judgment of the Light,JOTL-EN075,0.98,51
Bujingi Crane,Judgment of the Light,JOTL-EN020,1.05,97
Bujingi Quilin,Judgment of the Light,JOTL-EN017,1.47,5
Bujingi Turtle,Judgment of the Light,JOTL-EN018,1.04,67
Bujingi Wolf,Judgment of the Light,JOTL-EN019,1.04,48
Bujintei Susanowo,Judgment of the Light,JOTL-EN057,1.2,90
Bujintei Susanowo,Judgment of the Light,JOTL-EN057,1.2,3
Cheepcheepcheep,Judgment of the Light,JOTL-EN037,1.03,49
Coach Captain Bearman,Judgment of the Light,JOTL-EN092,1.17,73
Coach Soldier Wolfbark,Judgment of the Light,JOTL-EN093,4.82,23
Cockadoodledoo,Judgment of the Light,JOTL-EN083,1.65,62
Corrupted Keys,Judgment of the Light,JOTL-EN072,1.07,93
DZW - Chimera Clad,Judgment of the Light,JOTL-EN001,1.07,53
Fire Formation - Yoko,Judgment of the Light,JOTL-EN065,1.17,51
Fire King Avatar Yaksha,Judgment of the Light,JOTL-EN095,2.92,98
Fishborg Archer,Judgment of the Light,JOTL-EN096,1.02,76
Galaxy Serpent,Judgment of the Light,JOTL-EN000,2.65,39
Googly-Eyes Drum Dragon,Judgment of the Light,JOTL-EN051,1.02,64
HTS Psyhemuth,Judgment of the Light,JOTL-EN046,1.18,53
Herald of Pure Light,Judgment of the Light,JOTL-EN058,2.73,10
Ice Princess Zereort,Judgment of the Light,JOTL-EN052,1.03,73
Interceptomato,Judgment of the Light,JOTL-EN003,1.02,68
Junk Blader,Judgment of the Light,JOTL-EN091,0.96,4
Kujakujaku,Judgment of the Light,JOTL-EN098,0.95,35
Madolche Chickolates,Judgment of the Light,JOTL-EN099,0.97,52
Masked Chameleon,Judgment of the Light,JOTL-EN038,2.22,11
Mecha Phantom Beast Aerosguin,Judgment of the Light,JOTL-EN082,1.14,77
Mecha Phantom Beast Blue Impala,Judgment of the Light,JOTL-EN023,1.14,85
Mecha Phantom Beast Concoruda,Judgment of the Light,JOTL-EN041,1.13,34
Mecha Phantom Beast Harrliard,Judgment of the Light,JOTL-EN025,0.96,59
Mecha Phantom Beast Warbluran,Judgment of the Light,JOTL-EN022,1.04,23
Mist Bird Clausolas,Judgment of the Light,JOTL-EN043,1.58,92
Moon Dance Ritual,Judgment of the Light,JOTL-EN089,1.02,13
Noble Knight Drystan,Judgment of the Light,JOTL-EN084,6.41,23
Rank-Up-Magic Numeron Force,Judgment of the Light,JOTL-EN059,2.35,80
Rank-Up-Magic Numeron Force,Judgment of the Light,JOTL-EN059,3.78,48
Reverse Glasses,Judgment of the Light,JOTL-EN070,0.96,89
Sargasso Lighthouse,Judgment of the Light,JOTL-EN062,1.0,30
Sargasso the D.D. Battlefield,Judgment of the Light,JOTL-EN061,0.96,7
Schwarzschild Limit Dragon,Judgment of the Light,JOTL-EN015,1.05,15
Shark Caesar,Judgment of the Light,JOTL-EN049,0.96,51
Single Purchase,Judgment of the Light,JOTL-EN069,0.99,8
Sonic Boom,Judgment of the Light,JOTL-EN076,1.03,37
Spell Recycler,Judgment of the Light,JOTL-EN004,0.95,11
Star Eater,Judgment of the Light,JOTL-EN047,7.55,88
Star Eater,Judgment of the Light,JOTL-EN047,6.44,90
Star Eater,Judgment of the Light,JOTL-EN047,6.26,62
Star Seraph Sage,Judgment of the Light,JOTL-EN010,0.94,55
Star Seraph Scout,Judgment of the Light,JOTL-EN009,0.95,11
Star Seraph Sword,Judgment of the Light,JOTL-EN011,0.97,46
Starliege Lord Galaxion,Judgment of the Light,JOTL-EN050,2.13,71
Super Defense Robot Elephan,Judgment of the Light,JOTL-EN007,0.94,53
Super Defense Robot Lio,Judgment of the Light,JOTL-EN006,0.95,66
Super Defense Robot Monki,Judgment of the Light,JOTL-EN008,0.95,87
The Atmosphere,Judgment of the Light,JOTL-EN090,1.03,70
The Calibrator,Judgment of the Light,JOTL-EN035,0.95,26
Transmodify,Judgment of the Light,JOTL-EN067,3.37,84
Traptrix Atrax,Judgment of the Light,JOTL-EN032,1.99,30
Traptrix Nepenthes,Judgment of the Light,JOTL-EN034,1.06,18
Traptrix Trap Hole Nightmare,Judgment of the Light,JOTL-EN077,1.6,43
Umbral Horror Ghoul,Judgment of the Light,JOTL-EN012,0.96,75
Umbral Horror Unform,Judgment of the Light,JOTL-EN013,0.99,50
Umbral Horror Will o' the Wisp,Judgment of the Light,JOTL-EN014,1.02,14
Underworld Fighter Balmung,Judgment of the Light,JOTL-EN044,1.1,1
V Salamander,Judgment of the Light,JOTL-EN002,1.02,39
Vertical Landing,Judgment of the Light,JOTL-EN064,0.96,19
World of Prophecy,Judgment of the Light,JOTL-EN028,1.77,42
Xyz Agent,Judgment of the Light,JOTL-EN005,0.98,67
Xyz Reception,Judgment of the Light,JOTL-EN060,1.04,98
Xyz Revenge Shuffle,Judgment of the Light,JOTL-EN071,0.97,63
Xyz Reversal,Judgment of the Light,JOTL-EN078,0.95,63
Yellow Duston,Judgment of the Light,JOTL-EN040,1.07,66
Armed Protector Dragon,Shadow Specters,SHSP-EN012,1.02,2
Armored Kappa,Shadow Specters,SHSP-EN097,1.38,76
Baby Raccoon Tantan,Shadow Specters,SHSP-EN015,1.03,6
Battlin' Boxer Cheat Commissioner,Shadow Specters,SHSP-EN049,1.06,42
Battlin' Boxer Rabbit Puncher,Shadow Specters,SHSP-EN007,1.02,40
Battlin' Boxer Rib Gardna,Shadow Specters,SHSP-EN006,1.04,46
Battlin' Boxing Spirits,Shadow Specters,SHSP-EN060,1.47,48
Black Dragon Collapserpent,Shadow Specters,SHSP-EN096,1.24,81
Blue Duston,Shadow Specters,SHSP-EN045,1.1,53
Bujin Mikazuchi,Shadow Specters,SHSP-EN022,2.05,19
Bujin Regalia - The Mirror,Shadow Specters,SHSP-EN063,1.04,15
Bujingi Boar,Shadow Specters,SHSP-EN025,0.96,77
Bujingi Centipede,Shadow Specters,SHSP-EN026,1.0,21
Bujingi Ibis,Shadow Specters,SHSP-EN024,1.03,25
Bujingi Raven,Shadow Specters,SHSP-EN081,1.01,19
Bujintei Kagutsuchi,Shadow Specters,SHSP-EN053,1.69,10
Bujintei Kagutsuchi,Shadow Specters,SHSP-EN053,1.51,6
Burst Rebirth,Shadow Specters,SHSP-EN070,1.07,38
Celestial Wolf Lord, Blue Sirius,Shadow Specters,SHSP-EN090,1.57,65
Chain Ignition,Shadow Specters,SHSP-EN077,1.01,0
Crimson Knight Vampire Bram,Shadow Specters,SHSP-EN054,2.45,87
Divine Dragon Knight Felgrand,Shadow Specters,SHSP-EN056,6.58,4
Divine Dragon Knight Felgrand,Shadow Specters,SHSP-EN056,6.94,12
Divine Dragon Knight Felgrand,Shadow Specters,SHSP-EN056,36.53,48
Dragard,Shadow Specters,SHSP-EN092,1.41,10
Dragon Shield,Shadow Specters,SHSP-EN061,1.09,41
Gagagatag,Shadow Specters,SHSP-EN059,1.02,13
Genomix Fighter,Shadow Specters,SHSP-EN039,1.14,91
Ghostrick Alucard,Shadow Specters,SHSP-EN052,2.85,83
Ghostrick Alucard,Shadow Specters,SHSP-EN052,2.98,88
Ghostrick Lantern,Shadow Specters,SHSP-EN016,8.0,12
Ghostrick Specter,Shadow Specters,SHSP-EN017,1.08,28
Ghostrick Stein,Shadow Specters,SHSP-EN021,1.07,99
Ghostrick Vanish,Shadow Specters,SHSP-EN073,1.08,13
Ghostrick Witch,Shadow Specters,SHSP-EN018,1.1,87
Ghostrick Yuki-onna,Shadow Specters,SHSP-EN019,1.05,30
Giganticastle,Shadow Specters,SHSP-EN058,1.08,32
Granmarg the Mega Monarch,Shadow Specters,SHSP-EN041,2.8,19
Grisaille Prison,Shadow Specters,SHSP-EN078,1.08,49
Intrigue Shield,Shadow Specters,SHSP-EN072,1.0,89
Kidmodo Dragon,Shadow Specters,SHSP-EN094,2.71,16
Knight Day Grepher,Shadow Specters,SHSP-EN038,1.02,25
Labradorite Dragon,Shadow Specters,SHSP-EN001,3.48,51
Lady of the Lake,Shadow Specters,SHSP-EN084,6.23,20
Magicalized Duston Mop,Shadow Specters,SHSP-EN069,1.02,76
Malicevorous Fork,Shadow Specters,SHSP-EN004,1.01,41
Malicevorous Spoon,Shadow Specters,SHSP-EN003,0.98,56
Mecha Phantom Beast Kalgriffin,Shadow Specters,SHSP-EN028,1.05,81
Mecha Phantom Beast Sabre Hawk,Shadow Specters,SHSP-EN027,1.01,21
Meliae of the Trees,Shadow Specters,SHSP-EN055,2.43,59
Mira the Star-Bearer,Shadow Specters,SHSP-EN091,0.98,16
Mistake,Shadow Specters,SHSP-EN076,3.65,21
Mythic Tree Dragon,Shadow Specters,SHSP-EN010,1.04,11
Noble Arms - Excaliburn,Shadow Specters,SHSP-EN088,4.86,45
Noble Knight Borz,Shadow Specters,SHSP-EN085,2.36,46
Pumprincess the Princess of Ghosts,Shadow Specters,SHSP-EN032,1.01,6
Puralis, the Purple Pyrotile,Shadow Specters,SHSP-EN057,1.04,5
Rasetsu,Shadow Specters,SHSP-EN036,1.03,81
Return of the Monarchs,Shadow Specters,SHSP-EN067,4.26,63
Risebell the Star Psycher,Shadow Specters,SHSP-EN044,1.03,89
Sacred Noble Knight of King Artorigus,Shadow Specters,SHSP-EN087,7.14,95
Secret Sanctuary of the Spellcasters,Shadow Specters,SHSP-EN095,1.16,92
Secret Sect Druid Dru,Shadow Specters,SHSP-EN009,1.01,93
Secret Sect Druid Wid,Shadow Specters,SHSP-EN008,1.01,80
Shadow Vampire,Shadow Specters,SHSP-EN030,2.58,16
Sinister Yorishiro,Shadow Specters,SHSP-EN089,1.28,89
Soul Drain Dragon,Shadow Specters,SHSP-EN013,1.02,42
Survival of the Fittest,Shadow Specters,SHSP-EN079,0.99,96
Swarm of Crows,Shadow Specters,SHSP-EN042,0.99,14
Swords at Dawn,Shadow Specters,SHSP-EN066,1.03,39
Terrene Toothed Tsuchinoko,Shadow Specters,SHSP-EN043,0.94,43
Vampire Duke,Shadow Specters,SHSP-EN082,2.47,0
Vampire Grace,Shadow Specters,SHSP-EN031,1.11,24
Vampire Kingdom,Shadow Specters,SHSP-EN064,1.13,46
Vampire Takeover,Shadow Specters,SHSP-EN075,3.53,52
Vivid Knight,Shadow Specters,SHSP-EN099,0.98,29
Alsei, the Sylvan High Protector,Legacy of the Valiant,LVAL-EN052,2.79,61
Black Brachios,Legacy of the Valiant,LVAL-EN038,0.95,26
Bujin Arasuda,Legacy of the Valiant,LVAL-EN026,2.03,50
Bujin Regalia - The Jewel,Legacy of the Valiant,LVAL-EN075,0.96,32
Bujingi Fox,Legacy of the Valiant,LVAL-EN029,1.03,90
Bujingi Hare,Legacy of the Valiant,LVAL-EN030,2.62,59
Bujingi Pavo,Legacy of the Valiant,LVAL-EN083,1.1,99
Bujingi Peacock,Legacy of the Valiant,LVAL-EN027,1.01,29
Bujintei Tsukuyomi,Legacy of the Valiant,LVAL-EN054,1.6,94
Bujintei Tsukuyomi,Legacy of the Valiant,LVAL-EN054,1.58,98
Bujinunity,Legacy of the Valiant,LVAL-EN065,0.99,2
Chirubimé, Princess of Autumn Leaves,Legacy of the Valiant,LVAL-EN039,2.11,54
Chronomaly Moai Carrier,Legacy of the Valiant,LVAL-EN008,1.02,85
