Name,Type,Level,Race,Attribute,ATK,DEF
Flower Cardian Pine with Crane,Effect Monster,1,Warrior,DARK,2000,2000
Assault Blackwing - Raikiri the Rain Shower,Synchro Monster,7,Winged Beast,DARK,2600,2000
Rise of the Snake Deity,Trap Card,,Normal,,,
Jurrac Herra,Effect Monster,6,Dinosaur,FIRE,2300,1500
Pair Cycroid,Fusion Monster,5,Machine,EARTH,1600,1200
Agido,Effect Monster,4,Fairy,EARTH,1500,1300
Bujingi Ibis,Effect Monster,4,Winged Beast,LIGHT,1600,300
Tyrant Red Dragon Archfiend,Synchro Monster,10,Dragon,DARK,3500,3000
Odd-Eyes Pendulum Dragon,Pendulum Effect Monster,7,Dragon,DARK,2500,2000
Odd-Eyes Pendulum Dragon,Pendulum Effect Monster,7,Dragon,DARK,2500,2000
Master Gig,Effect Monster,8,Psychic,EARTH,2600,1400
Dark Rebellion Xyz Dragon,XYZ Monster,4,Dragon,DARK,2500,2000
Dark Rebellion Xyz Dragon,XYZ Monster,4,Dragon,DARK,2500,2000
Cloudian - Turbulence,Effect Monster,4,Fairy,WATER,800,0
Sasuke Samurai,Effect Monster,2,Warrior,WIND,500,800
Night Assailant,Flip Effect Monster,3,Fiend,DARK,200,500
Inspection,Spell Card,,Continuous,,,
Gale Dogra,Effect Monster,2,Insect,EARTH,650,600
Chrysalis Larva,Effect Monster,2,Insect,FIRE,300,300
Armored Rat,Normal Monster,3,Beast,EARTH,950,1100
The Grand Jupiter,Effect Monster,8,Warrior,DARK,2500,2000
Beckoning Light,Trap Card,,Normal,,,
Zolga,Effect Monster,4,Fairy,EARTH,1700,1200
Armor Ninjitsu Art of Alchemy,Spell Card,,Normal,,,
Dragon's Bind,Trap Card,,Continuous,,,
Ghostrick Stein,Effect Monster,3,Zombie,DARK,1600,0
Elemental HERO Gaia,Fusion Monster,6,Warrior,EARTH,2200,2600
Solemn Authority,Trap Card,,Continuous,,,
Drooling Lizard,Normal Monster,3,Reptile,EARTH,900,800
Yellow Duston,Effect Monster,1,Fiend,EARTH,0,1000
Moonlit Papillon,Effect Monster,4,Insect,LIGHT,1200,1600
Toon Masked Sorcerer,Toon Monster,4,Spellcaster,DARK,900,1400
Kuribandit,Effect Monster,3,Fiend,DARK,1000,700
The Reliable Guardian,Spell Card,,Quick-Play,,,
Dragged Down into the Grave,Spell Card,,Normal,,,
Flint Missile,Spell Card,,Quick-Play,,,
Teva,Effect Monster,5,Warrior,LIGHT,2000,1500
Lesser Fiend,Effect Monster,5,Fiend,DARK,2100,1000
Evolsaur Pelta,Effect Monster,4,Dinosaur,FIRE,1100,2000
Odd-Eyes Advent,Spell Card,,Ritual,,,
Bracchio-raidus,Fusion Monster,6,Dinosaur,WATER,2200,2000
Royal Keeper,Effect Monster,4,Zombie,EARTH,1600,1700
Blackwing - Boreas the Sharp,Effect Monster,5,Winged Beast,DARK,1300,900
Naturia Leodrake,Synchro Monster,9,Beast,EARTH,3000,1800
Inzektor Sword - Zektkaliber,Spell Card,,Equip,,,
Freed the Brave Wanderer,Effect Monster,4,Warrior,LIGHT,1700,1200
Neo Bug,Normal Monster,4,Insect,EARTH,1800,1700
Swift Gaia the Fierce Knight,Effect Monster,7,Warrior,DARK,2300,2100
Contact,Spell Card,,Normal,,,
Performapal Rain Goat,Effect Monster,1,Beast,WATER,0,0
Dark Sanctuary,Spell Card,,Field,,,
D.D. Sprite,Tuner Monster,1,Fairy,LIGHT,0,100
Spirit Force,Trap Card,,Normal,,,
Psi-Curse,Trap Card,,Normal,,,
Odd-Eyes Absolute Dragon,XYZ Monster,7,Dragon,WATER,2800,2500
Gishki Avance,Effect Monster,4,Spellcaster,WATER,1500,800
Karakuri Gold Dust,Spell Card,,Quick-Play,,,
Subterror Nemesis Warrior,Effect Monster,4,Warrior,EARTH,1800,1200
Bright Star Dragon,Effect Monster,4,Dragon,LIGHT,1900,1000
Speedroid Red-Eyed Dice,Tuner Monster,1,Machine,WIND,100,100
Warm Worm,Effect Monster,3,Insect,FIRE,600,1400
Aromaseraphy Angelica,Tuner Monster,1,Plant,LIGHT,0,0
Gravekeeper's Servant,Spell Card,,Continuous,,,
Big Eye,Flip Effect Monster,4,Fiend,DARK,1200,1000
Flower Cardian Paulownia with Phoenix,Effect Monster,12,Warrior,DARK,2000,2000
Eccentric Boy,Tuner Monster,3,Spellcaster,WIND,800,200
Genex Spare,Tuner Monster,3,Machine,DARK,800,1200
Final Geas,Trap Card,,Normal,,,
Reptilianne Vaskii,Effect Monster,8,Reptile,DARK,2600,0
Aratama,Spirit Monster,4,Fiend,DARK,800,1800
Flying Fortress SKY FIRE,Effect Monster,8,Machine,WIND,3000,2500
Beautiful Headhuntress,Normal Monster,4,Warrior,EARTH,1600,800
Constellar Alrescha,Effect Monster,6,Warrior,LIGHT,2200,1200
Reptilianne Scylla,Effect Monster,4,Reptile,DARK,1800,1200
Wind-Up Hunter,Effect Monster,3,Beast-Warrior,DARK,1600,500
Naturia Vein,Tuner Monster,1,Plant,EARTH,200,300
Mecha Phantom Beast Aerosguin,Effect Monster,3,Machine,WIND,1600,400
Synthetic Seraphim,Trap Card,,Continuous,,,
Synthetic Seraphim Token,Token,,Fairy,,,
Speedroid Menko,Effect Monster,4,Machine,WIND,100,2000
Chiron the Mage,Effect Monster,4,Beast-Warrior,EARTH,1800,1000
Dracocension,Spell Card,,Continuous,,,
Call of the Grave,Trap Card,,Normal,,,
Doma The Angel of Silence,Normal Monster,5,Fairy,DARK,1600,1400
Blazewing Butterfly,Gemini Monster,4,Insect,FIRE,1500,1500
Performage Trapeze Magician,XYZ Monster,4,Spellcaster,LIGHT,2500,2000
Mother Spider,Effect Monster,6,Insect,DARK,2300,1200
Elemental HERO Chaos Neos,Fusion Monster,9,Warrior,DARK,3000,2500
Evolsaur Diplo,Effect Monster,4,Dinosaur,FIRE,1600,800
Guarded Treasure,Spell Card,,Continuous,,,
Wall of Revealing Light,Trap Card,,Continuous,,,
Xiangsheng Magician,Pendulum Effect Monster,4,Spellcaster,LIGHT,500,1500
Ancient Telescope,Spell Card,,Normal,,,
Yormungarde,Normal Monster,3,Reptile,EARTH,1200,900
Constellar Leonis,Effect Monster,3,Beast,LIGHT,1000,1800
Destiny HERO - Dogma,Effect Monster,8,Warrior,DARK,3400,2400
Flower Cardian Zebra Grass,Effect Monster,8,Warrior,DARK,100,100
Life Equalizer,Trap Card,,Normal,,,
Yang Zing Path,Spell Card,,Normal,,,
Inferno Hammer,Effect Monster,6,Fiend,DARK,2400,0
Phantom Bounzer,Effect Monster,6,Warrior,DARK,2400,1200
Snake Rain,Spell Card,,Normal,,,
Molten Behemoth,Normal Monster,5,Pyro,FIRE,1000,2200
Fusion Conscription,Spell Card,,Normal,,,
Hammer Shark,Effect Monster,4,Fish,WATER,1700,1500
Maiden of the Aqua,Effect Monster,4,Aqua,WATER,700,2000
Flash Fusion,Spell Card,,Quick-Play,,,
Wretched Ghost of the Attic,Normal Monster,2,Fiend,DARK,550,400
Gishki Natalia,Spirit Monster,4,Spellcaster,WATER,1800,900
Ground Spider,Effect Monster,4,Insect,EARTH,0,1500
Zombie Master,Effect Monster,4,Zombie,DARK,1800,0
U.A. Rival Rebounder,Effect Monster,6,Warrior,EARTH,2200,2300
Herald of Orange Light,Tuner Monster,2,Fairy,LIGHT,300,500
Naturia Mosquito,Effect Monster,1,Insect,EARTH,200,300
Helios Trice Megistus,Effect Monster,8,Pyro,LIGHT,0,0
Brain Golem,Effect Monster,6,Fiend,DARK,2500,1800
Speedroid Horse Stilts,Effect Monster,4,Machine,WIND,1100,1100
Performapal Monkeyboard,Pendulum Effect Monster,6,Beast,EARTH,1000,2400
Lady of Faith,Normal Monster,3,Spellcaster,LIGHT,1100,800
Chrysalis Chicky,Effect Monster,2,Winged Beast,WIND,600,400
Confiscation,Spell Card,,Normal,,,
Blackwing - Gram the Shining Star,Synchro Monster,5,Winged Beast,DARK,2200,1500
Flash Knight,Pendulum Normal Monster,4,Warrior,LIGHT,1800,600
Gravekeeper's Commandant,Effect Monster,4,Spellcaster,EARTH,1600,1500
Elder Entity Norden,Fusion Monster,4,Fairy,WATER,2000,2200
Volcanic Slicer,Effect Monster,4,Pyro,FIRE,1800,1200
Photon Sanctuary,Spell Card,,Normal,,,
Photon Token,Token,,Thunder,,,
Turtle Raccoon,Normal Monster,3,Aqua,WATER,700,900
Kaiser Sea Horse,Effect Monster,4,Sea Serpent,LIGHT,1700,1650
Nobleman of Extermination,Spell Card,,Normal,,,
Brotherhood of the Fire Fist - Hawk,Effect Monster,3,Beast-Warrior,FIRE,200,1500
Exchange of the Spirit,Trap Card,,Normal,,,
Alien Brain,Trap Card,,Normal,,,
Gagagabolt,Spell Card,,Normal,,,
Infernity General,Effect Monster,7,Fiend,DARK,2700,1500
Wood Clown,Normal Monster,3,Warrior,EARTH,800,1200
Zero Force,Trap Card,,Normal,,,
Cuben,Effect Monster,4,Thunder,LIGHT,600,1900
Armored Starfish,Normal Monster,4,Aqua,WATER,850,1400
Heraldry Change,Trap Card,,Normal,,,
Performapal Dag Daggerman,Pendulum Effect Monster,5,Warrior,EARTH,2000,600
Jurrac Meteor,Synchro Monster,10,Dinosaur,FIRE,2800,2000
Deep Diver,Effect Monster,3,Aqua,WATER,1000,1100
"Alector, Sovereign of Birds",Effect Monster,6,Winged Beast,WIND,2400,2000
Sword of Dark Rites,Spell Card,,Equip,,,
Byser Shock,Effect Monster,5,Fiend,DARK,800,600
Pumprincess the Princess of Ghosts,Effect Monster,3,Zombie,DARK,900,1000
Supply Squad,Spell Card,,Continuous,,,
Saqlifice,Spell Card,,Equip,,,
Double Shark,Effect Monster,4,Fish,WATER,1200,1600
Worm Rakuyeh,Effect Monster,4,Reptile,LIGHT,2100,1200
Fairy's Hand Mirror,Trap Card,,Normal,,,
Burst Stream of Destruction,Spell Card,,Normal,,,
Luster Dragon 2,Normal Monster,6,Dragon,WIND,2400,1400
Ancient Gear Wyvern,Effect Monster,4,Machine,EARTH,1700,1200
Fossil Tusker,Effect Monster,4,Rock,EARTH,1800,0
Witch of the Black Rose,Tuner Monster,4,Spellcaster,DARK,1700,1200
Neo-Spacian Glow Moss,Effect Monster,3,Plant,LIGHT,300,900
Wood Remains,Normal Monster,3,Zombie,DARK,1000,900
Genex Ally Triarm,Synchro Monster,6,Machine,DARK,2400,1600
Dimension Sphinx,Trap Card,,Continuous,,,
Cloudian - Acid Cloud,Effect Monster,4,Fairy,WATER,500,0
Reinforcements,Trap Card,,Normal,,,
Needle Soldier,Effect Monster,1,Machine,EARTH,100,100
Magnet Force,Trap Card,,Normal,,,
Performapal Cheermole,Pendulum Effect Monster,2,Beast,EARTH,600,1000
Meteor Dragon Red-Eyes Impact,Gemini Monster,6,Dragon,DARK,1800,2000
Seal of Wickedness,Trap Card,,Continuous,,,
Darkfire Dragon,Fusion Monster,4,Dragon,DARK,1500,1250
Arcane Barrier,Spell Card,,Continuous,,,
Sonic Warrior,Effect Monster,2,Warrior,WIND,1000,0
Jurrac Dino,Tuner Monster,3,Dinosaur,FIRE,1700,800
Neo-Spacian Aqua Dolphin,Effect Monster,3,Warrior,WATER,600,800
Amazon of the Seas,Normal Monster,4,Fish,WATER,1300,1400
Lord of D.,Effect Monster,4,Spellcaster,DARK,1200,1100
Assault Blackwing - Sayo the Rain Hider,Synchro Monster,2,Winged Beast,DARK,800,100
Nitro Warrior,Synchro Monster,7,Warrior,FIRE,2800,1800
Hippo Carnival,Spell Card,,Quick-Play,,,
Airknight Parshath,Effect Monster,5,Fairy,LIGHT,1900,1400
Dragunity Primus Pilus,Effect Monster,5,Winged Beast,WIND,2200,1600
Tin Goldfish,Effect Monster,4,Machine,WATER,800,2000
Gemini Booster,Trap Card,,Normal,,,
Mystery Shell Dragon,Normal Monster,4,Wyrm,DARK,2000,0
Summon Breaker,Spell Card,,Field,,,
Harpie's Feather Duster,Spell Card,,Normal,,,
Harpie's Feather Duster,Spell Card,,Normal,,,
Natural Disaster,Trap Card,,Continuous,,,
Mystic Plasma Zone,Spell Card,,Field,,,
Guardian Dreadscythe,Effect Monster,8,Fiend,DARK,2500,2000
The Thing That Hides in the Mud,Normal Monster,4,Rock,EARTH,1200,1300
Micro Ray,Trap Card,,Normal,,,
Satellarknight Skybridge,Spell Card,,Quick-Play,,,
Escalation of the Monarchs,Trap Card,,Continuous,,,
Silent Strider,Effect Monster,2,Insect,EARTH,300,700
"Ignister Prominence, the Blasting Dracoslayer",Synchro Monster,8,Dragon,FIRE,2850,0
Battle Steer,Normal Monster,5,Beast-Warrior,EARTH,1800,1300
Secret Blast,Trap Card,,Normal,,,
Chthonian Blast,Trap Card,,Normal,,,
The Fabled Ganashia,Effect Monster,3,Beast,LIGHT,1600,1000
Reverse of Neos,Spell Card,,Quick-Play,,,
Abyss Soldier,Effect Monster,4,Aqua,WATER,1800,1300
Big Whale,Effect Monster,9,Fish,WATER,1000,3000
Gyroid,Effect Monster,3,Machine,WIND,1000,1000
Tellarknight Ptolemaeus,XYZ Monster,4,Warrior,LIGHT,550,2600
Razor Lizard,Effect Monster,3,Reptile,EARTH,1500,300
Archlord Zerato,Effect Monster,8,Fairy,LIGHT,2800,2300
"Dante, Pilgrim of the Burning Abyss",Fusion Monster,9,Fairy,LIGHT,2800,2500
Wattbetta,Tuner Monster,2,Thunder,LIGHT,100,0
Noble Knight Joan,Effect Monster,4,Warrior,LIGHT,1900,1300
Winged Rhynos,Effect Monster,4,Beast-Warrior,WIND,1800,500
Tatakawa Knight,Effect Monster,4,Warrior,EARTH,1500,0
Gagagashield,Trap Card,,Normal,,,
Warlock of the Ice Barrier,Effect Monster,3,Spellcaster,WATER,400,1000
Ancient Gear Gadget,Effect Monster,4,Machine,EARTH,500,2000
Cursed Fig,Effect Monster,1,Plant,WATER,200,200
Fusion Recovery,Spell Card,,Normal,,,
Evolzar Solda,XYZ Monster,6,Dragon,FIRE,2600,1000
Core Blast,Trap Card,,Continuous,,,
Silent Sword Slash,Spell Card,,Quick-Play,,,
Goblin King,Effect Monster,1,Fiend,DARK,0,0
Final Destiny,Spell Card,,Normal,,,
Tornado Wall,Trap Card,,Continuous,,,
Ma'at,Effect Monster,10,Fairy,LIGHT,0,0
Red Screen,Trap Card,,Continuous,,,
Criosphinx,Effect Monster,6,Rock,EARTH,1200,2400
Goblin Circus,Spell Card,,Continuous,,,
Garbage Ogre,Effect Monster,3,Fiend,DARK,800,1300
The Furious Sea King,Normal Monster,3,Aqua,WATER,800,700
Infernity Force,Trap Card,,Normal,,,
Raremetalfoes Bismugear,Pendulum Effect Monster,1,Psychic,FIRE,0,0
Infernity Archer,Effect Monster,6,Fiend,DARK,2000,1000
Destruct Potion,Trap Card,,Normal,,,
Magical Star Illusion,Spell Card,,Normal,,,
Seed of Deception,Spell Card,,Quick-Play,,,
White Elephant's Gift,Spell Card,,Normal,,,
Dark Dragon Ritual,Spell Card,,Ritual,,,
Spellbinding Circle,Trap Card,,Continuous,,,
Magical Contract Door,Spell Card,,Normal,,,
Infestation Wave,Trap Card,,Normal,,,
Cranium Fish,Effect Monster,6,Fish,WATER,2400,1000
Power Invader,Effect Monster,5,Fiend,DARK,2200,0
ZW - Ultimate Shield,Effect Monster,4,Aqua,EARTH,0,2000
Perfect Machine King,Effect Monster,8,Machine,EARTH,2700,1500
System Down,Spell Card,,Normal,,,
Change Slime,Normal Monster,1,Aqua,WATER,400,300
Burning Spear,Spell Card,,Equip,,,
Goblin Decoy Squad,Effect Monster,4,Warrior,DARK,1000,0
Galaxy-Eyes Cipher Dragon,XYZ Monster,8,Dragon,LIGHT,3000,2500
Swift Scarecrow,Effect Monster,1,Machine,EARTH,0,0
Amarylease,Effect Monster,1,Plant,EARTH,100,200
Chemicritter Oxy Ox,Gemini Monster,2,Beast,WIND,0,2100
Gash the Dust Lord,Effect Monster,4,Fiend,DARK,1000,1200
Gem-Elephant,Effect Monster,3,Rock,EARTH,400,1900
Hero Counterattack,Trap Card,,Normal,,,
Lord of the Red,Ritual Effect Monster,8,Dragon,FIRE,2400,2100
Beast Machine King Barbaros Ür,Effect Monster,8,Beast-Warrior,EARTH,3800,1200
Gemini Summoner,Effect Monster,4,Spellcaster,WATER,1500,0
"Chaofeng, Phantom of the Yang Zing",Synchro Monster,9,Wyrm,LIGHT,2800,2200
Roaring Ocean Snake,Fusion Monster,6,Aqua,WATER,2100,1800
Second Goblin,Union Effect Monster,1,Fiend,DARK,100,100
Interceptomato,Effect Monster,2,Plant,EARTH,800,800
Scrap Beast,Tuner Monster,4,Beast,EARTH,1600,1300
Patrician of Darkness,Effect Monster,5,Zombie,DARK,2000,1400
De-Spell,Spell Card,,Normal,,,
Gem-Knight Obsidian,Effect Monster,3,Rock,EARTH,1500,1200
Genex Neutron,Effect Monster,4,Machine,LIGHT,1800,1200
Ally of Justice Light Gazer,Synchro Monster,8,Machine,DARK,2400,1600
Odd-Eyes Saber Dragon,Effect Monster,7,Dragon,LIGHT,2800,2000
Offerings to the Doomed,Spell Card,,Quick-Play,,,
Offerings to the Doomed,Spell Card,,Quick-Play,,,
Trap Jammer,Trap Card,,Counter,,,
Rise to Full Height,Trap Card,,Normal,,,
El Shaddoll Anoyatyllis,Fusion Monster,9,Fiend,WATER,2700,2000
Heraldic Beast Twin-Headed Eagle,Effect Monster,4,Winged Beast,WIND,1200,1400
Talisman of Trap Sealing,Spell Card,,Continuous,,,
Dharc the Dark Charmer,Flip Effect Monster,3,Spellcaster,DARK,500,1500
Hysteric Sign,Spell Card,,Continuous,,,
Gem-Knight Lady Brilliant Diamond,Fusion Monster,10,Rock,EARTH,3400,2000
Dark Hunter,Effect Monster,4,Fiend,DARK,1600,400
Molten Destruction,Spell Card,,Field,,,
Feather Shot,Spell Card,,Normal,,,
Kotodama,Effect Monster,3,Fairy,EARTH,0,1600
Fabled Krus,Effect Monster,2,Fiend,LIGHT,1000,800
Batteryman Industrial Strength,Effect Monster,8,Thunder,LIGHT,2600,0
Serpent Suppression,Trap Card,,Continuous,,,
Blackwing - Decay the Ill Wind,Tuner Monster,4,Winged Beast,DARK,1000,1000
Mandragon,Pendulum Normal Monster,5,Plant,EARTH,2500,1000
Silent Paladin,Effect Monster,4,Fairy,LIGHT,500,1500
Nettles,Tuner Monster,2,Plant,EARTH,1200,400
Moon Mirror Shield,Spell Card,,Equip,,,
Ookazi,Spell Card,,Normal,,,
Axe of Fools,Spell Card,,Equip,,,
Neo Space Pathfinder,Effect Monster,4,Warrior,LIGHT,1800,800
Abyss-scale of Cetus,Spell Card,,Equip,,,
Naturia Ladybug,Effect Monster,1,Insect,EARTH,100,100
Disc Fighter,Effect Monster,4,Warrior,EARTH,1000,1000
Heavy Storm,Spell Card,,Normal,,,
Fleur Synchron,Tuner Monster,2,Machine,LIGHT,400,200
Koa'ki Meiru Powerhand,Effect Monster,4,Machine,EARTH,2100,1600
Battle Fader,Effect Monster,1,Fiend,DARK,0,0
Gogogo Gigas,Effect Monster,4,Rock,EARTH,0,2200
Noble Knight Gawayn,Effect Monster,4,Warrior,LIGHT,1900,500
Fairy Knight Ingunar,XYZ Monster,6,Plant,EARTH,2200,3000
Dododo Bot,Effect Monster,4,Machine,EARTH,1800,1900
Batteryman C,Effect Monster,2,Thunder,LIGHT,0,0
Gatekeeper,Normal Monster,5,Machine,DARK,1500,1800
Barrier Statue of the Drought,Effect Monster,4,Rock,EARTH,1000,1000
Red-Eyes Black Dragon Sword,Fusion Monster,7,Dragon,DARK,2400,2000
"Gwenhwyfar, Queen of Noble Arms",Effect Monster,2,Spellcaster,LIGHT,300,300
An Unfortunate Report,Trap Card,,Normal,,,
U.A. Stadium,Spell Card,,Field,,,
Return of the Doomed,Spell Card,,Normal,,,
Power Filter,Spell Card,,Continuous,,,
Infernal Flame Emperor,Effect Monster,9,Pyro,FIRE,2700,1600
March of the Monarchs,Spell Card,,Continuous,,,
Ultimate Insect LV7,Effect Monster,7,Insect,WIND,2600,1200
Geargiagear Gigant XG,XYZ Monster,3,Machine,EARTH,2500,1300
First Step Towards Infestation,Spell Card,,Quick-Play,,,
Gishki Mollusk,Effect Monster,4,Aqua,WATER,1700,900
Iron Chain Dragon,Synchro Monster,6,Dragon,EARTH,2500,1300
Diamond-Dust Cyclone,Spell Card,,Quick-Play,,,
Cloudian - Nimbusman,Effect Monster,5,Fairy,WATER,1000,1000
Gimmick Puppet Egg Head,Effect Monster,4,Machine,EARTH,1600,1200
The Traveler and the Burning Abyss,Trap Card,,Normal,,,
Graydle Slime,Tuner Monster,5,Aqua,WATER,0,2000
Inherited Fortune,Trap Card,,Normal,,,
Hard Armor,Normal Monster,3,Warrior,EARTH,300,1200
The Flute of Summoning Kuriboh,Spell Card,,Quick-Play,,,
Non-Spellcasting Area,Spell Card,,Continuous,,,
Amaterasu,Spirit Monster,9,Fairy,LIGHT,3000,3000
Breath of Light,Spell Card,,Normal,,,
Genex Ally Changer,Effect Monster,3,Machine,DARK,1200,1800
Anti-Magic Prism,Trap Card,,Normal,,,
Overwhelm,Trap Card,,Counter,,,
Chronomaly Cabrera Trebuchet,Effect Monster,4,Rock,EARTH,0,1800
Naturia Bamboo Shoot,Effect Monster,5,Plant,EARTH,2000,2000
Fairy of the Spring,Spell Card,,Normal,,,
White Night Queen,Effect Monster,7,Fairy,LIGHT,2100,800
Regulus,Effect Monster,4,Beast,LIGHT,1700,1000
Ceremonial Bell,Effect Monster,3,Spellcaster,LIGHT,0,1850
Thunder Short,Spell Card,,Normal,,,
Divine Dragon Apocralyph,Effect Monster,4,Dragon,DARK,1000,1500
Armored Zombie,Normal Monster,3,Zombie,DARK,1500,0
Performapal Momoncarpet,Pendulum Flip Effect Monster,3,Beast,EARTH,1000,100
Artifact Scythe,Effect Monster,5,Fairy,LIGHT,2200,900
Fairy Dragon,Normal Monster,4,Dragon,WIND,1100,1200
Galactic Charity,Spell Card,,Normal,,,
Hypnocorn,Effect Monster,4,Beast,DARK,1400,600
Shark Cruiser,Effect Monster,5,Fish,WATER,1800,2200
El Shaddoll Construct,Fusion Monster,8,Fairy,LIGHT,2800,2500
Mecha Phantom Beast Harrliard,Effect Monster,4,Machine,WIND,1800,800
Laval Stennon,Synchro Monster,7,Pyro,FIRE,2700,1800
"Begone, Knave!",Trap Card,,Continuous,,,
Lava Battleguard,Effect Monster,5,Warrior,EARTH,1550,1800
Performapal Sleight Hand Magician,Effect Monster,7,Spellcaster,LIGHT,2500,2000
Timegazer Magician,Pendulum Effect Monster,3,Spellcaster,DARK,1200,600
Re-qliate,Trap Card,,Continuous,,,
Ring of Magnetism,Spell Card,,Equip,,,
King Pyron,Gemini Monster,5,Pyro,FIRE,1500,500
Qlife's End,Trap Card,,Normal,,,
Hanewata,Tuner Monster,1,Fairy,LIGHT,200,300
Iron Core Armor,Spell Card,,Equip,,,
Armed Sea Hunter,Effect Monster,4,Sea Serpent,WATER,1800,400
Trident Warrior,Effect Monster,4,Warrior,LIGHT,1800,1200
Painful Escape,Trap Card,,Normal,,,
Dark Mirror Force,Trap Card,,Normal,,,
Super-Electromagnetic Voltech Dragon,Effect Monster,5,Thunder,LIGHT,2400,1000
Key Mace 2,Normal Monster,4,Fiend,DARK,1050,1200
Botanical Lion,Effect Monster,4,Plant,EARTH,1600,2000
Sylvan Princessprout,Effect Monster,1,Plant,LIGHT,100,100
Exploder Dragon,Effect Monster,3,Dragon,EARTH,1000,0
Stardust Re-Spark,Trap Card,,Normal,,,
Peacock,Normal Monster,5,Winged Beast,WIND,1700,1500
Spellstone Sorcerer Karood,Effect Monster,3,Spellcaster,LIGHT,800,1900
Dragon's Rebirth,Trap Card,,Normal,,,
Spatial Collapse,Trap Card,,Continuous,,,
Substitoad,Effect Monster,1,Aqua,WATER,100,2000
Morphtronic Rusty Engine,Spell Card,,Equip,,,
Pilgrim of the Ice Barrier,Effect Monster,4,Warrior,WATER,1500,1000
Icy Crevasse,Trap Card,,Normal,,,
Elemental HERO Sparkman,Normal Monster,4,Warrior,LIGHT,1600,1400
Elemental HERO Sparkman,Normal Monster,4,Warrior,LIGHT,1600,1400
Disarmament,Trap Card,,Normal,,,
Berry Magician Girl,Effect Monster,1,Spellcaster,EARTH,400,400
"Graff, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1000,1500
Mask of Dispel,Spell Card,,Continuous,,,
"Zefraxa, Flame Beast of the Nekroz",Pendulum Effect Monster,5,Dragon,FIRE,2000,1000
Rock Bombardment,Trap Card,,Normal,,,
Tricular,Effect Monster,3,Machine,EARTH,300,300
Spirit Converter,Spell Card,,Continuous,,,
Spellbook Library of the Heliosphere,Spell Card,,Normal,,,
Lizard Soldier,Normal Monster,3,Dragon,WIND,1100,800
Shark Stickers,Effect Monster,3,Fish,WATER,200,1000
Ice Water,Normal Monster,3,Aqua,WATER,1150,900
Kozmo Forerunner,Effect Monster,7,Machine,LIGHT,2800,1400
Evoltile Pleuro,Effect Monster,1,Reptile,FIRE,200,200
Dark Scorpion Combination,Trap Card,,Normal,,,
Blue Medicine,Spell Card,,Normal,,,
Scrum Force,Trap Card,,Continuous,,,
Quickdraw Synchron,Tuner Monster,5,Machine,WIND,700,1400
Shadowslayer,Effect Monster,4,Fiend,DARK,1400,200
Voltanis the Adjudicator,Effect Monster,8,Fairy,LIGHT,2800,1400
Krystal Avatar,Trap Card,,Continuous,,,
Double-Edged Sword Technique,Trap Card,,Normal,,,
Hayabusa Knight,Effect Monster,3,Warrior,EARTH,1000,700
Abyss Dweller,XYZ Monster,4,Sea Serpent,WATER,1700,1400
Blast Magician,Effect Monster,4,Spellcaster,FIRE,1400,1700
Acorno,Effect Monster,1,Plant,EARTH,200,400
Altar for Tribute,Trap Card,,Normal,,,
Herald of Green Light,Effect Monster,2,Fairy,LIGHT,300,500
Chaos Form,Spell Card,,Ritual,,,
Spy-C-Spy,Effect Monster,3,Warrior,FIRE,1200,1300
Nekroz of Sophia,Ritual Effect Monster,11,Spellcaster,LIGHT,3600,3400
Supreme Arcanite Magician,Fusion Monster,10,Spellcaster,LIGHT,1400,2800
Red Nova,Tuner Monster,1,Fairy,FIRE,0,0
Mask Change,Spell Card,,Quick-Play,,,
Goggle Golem,Gemini Monster,4,Rock,EARTH,1500,500
Majestic Dragon,Tuner Monster,1,Dragon,LIGHT,0,0
St. Joan,Fusion Monster,7,Fairy,LIGHT,2800,2000
Reptilianne Spawn,Spell Card,,Normal,,,
Reptilianne Token,Token,,Reptile,,,
The Wicked Avatar,Effect Monster,10,Fiend,DARK,0,0
Destruction Ring,Trap Card,,Normal,,,
"Artorigus, King of the Noble Knights",XYZ Monster,4,Warrior,LIGHT,2000,2000
Type Zero Magic Crusher,Trap Card,,Continuous,,,
Bone Mouse,Normal Monster,1,Zombie,DARK,400,300
Dragunity Knight - Vajrayana,Synchro Monster,6,Dragon,WIND,1900,1200
Odd-Eyes Persona Dragon,Pendulum Effect Monster,5,Dragon,DARK,1200,2400
Pale Beast,Normal Monster,4,Beast,EARTH,1500,1200
Unibird,Effect Monster,2,Winged Beast,WIND,100,600
Toon Dark Magician,Toon Monster,7,Spellcaster,DARK,2500,2100
Hysteric Fairy,Effect Monster,4,Fairy,LIGHT,1800,500
Acid Rain,Spell Card,,Normal,,,
Boar Soldier,Effect Monster,4,Beast-Warrior,EARTH,2000,500
Rainbow Flower,Effect Monster,2,Plant,EARTH,400,500
Horn of the Phantom Beast,Trap Card,,Normal,,,
Beast Striker,Effect Monster,4,Beast,EARTH,1850,400
Familiar-Possessed - Dharc,Effect Monster,4,Spellcaster,DARK,1850,1500
Prominence Hand,Effect Monster,4,Pyro,FIRE,600,2000
Dark Elf,Effect Monster,4,Spellcaster,DARK,2000,800
Tri-Blaze Accelerator,Spell Card,,Continuous,,,
